user_id,username,user_display_name,tweet_id,full_text,created_at,sentiment_label,cleaned_text,after_slang_text,underscore_negation_text,swap_negation_text,final_negation_text,after_stopwords_text,after_stemming_text,preprocessed_text
1.1678e+18,_chaubacca,_chaunnamon,1.82918e+18,"pengen pindah ke tempat yang jauh entah itu luar kota atau luar negeri, buat ninggalin orang-orang yang udah nyakitin gue sama ibu gue. fuck u all🖕",Thu Aug 29 15:35:31 +0000 2024,netral,pengen pindah ke tempat yang jauh entah itu luar kota atau luar negeri buat ninggalin orang orang yang udah nyakitin gue sama ibu gue fuck u all,pengin pindah ke tempat yang jauh entah itu luar kota atau luar negeri buat meninggalkan orang orang yang sudah nyakitin saya sama ibu saya fuck kamu all,pengin pindah ke tempat yang jauh entah itu luar kota atau luar negeri buat meninggalkan orang orang yang sudah nyakitin saya sama ibu saya fuck kamu all,pengin pindah ke tempat yang jauh entah itu luar kota atau luar negeri buat meninggalkan orang orang yang sudah nyakitin saya sama ibu saya fuck kamu all,pengin pindah ke tempat yang jauh entah itu luar kota atau luar negeri buat meninggalkan orang orang yang sudah nyakitin saya sama ibu saya fuck kamu all,pengin pindah kota negeri meninggalkan orang orang nyakitin fuck all,pengin pindah kota negeri tinggal orang orang nyakitin fuck all,pengin pindah kota negeri tinggal orang orang nyakitin fuck all
248143149.0,08_points,Ready Set Doodle,1.83742e+18,"Lucu banget, situ yang setuju ibu kota dipindah, eh, malah situ juga yang ogah-ogahan pindah ke sana. 🤣 *ketawa sambil berguling-guling*",Sat Sep 21 09:02:28 +0000 2024,negatif,lucu banget situ yang setuju ibu kota dipindah eh malah situ juga yang ogah ogahan pindah ke sana ketawa sambil berguling guling,lucu banget situ yang setuju ibu kota dipindah eh bahkan situ juga yang tidak mau ogahan pindah ke sana ketawa sambil berguling guling,lucu banget situ yang setuju ibu kota dipindah eh bahkan situ juga yang tidak_mau ogahan pindah ke sana ketawa sambil berguling guling,"lucu banget situ yang setuju ibu kota dipindah eh bahkan situ juga yang enggan, sungkan ogahan pindah ke sana ketawa sambil berguling guling","lucu banget situ yang setuju ibu kota dipindah eh bahkan situ juga yang enggan, sungkan ogahan pindah ke sana ketawa sambil berguling guling","lucu banget situ setuju kota dipindah eh situ enggan, sungkan ogahan pindah ketawa berguling guling",lucu banget situ tuju kota pindah eh situ enggan sungkan ogah pindah ketawa guling guling,lucu banget situ tuju kota pindah eh situ enggan sungkan ogah pindah ketawa guling guling
1.09424e+18,arikprJFS,arikpr,1.83025e+18,"Beban Keuangan: Pemindahan ibu kota merupakan proyek besar yang membutuhkan dana yang sangat besar. Ketika kondisi ekonomi sedang sulit, proyek ini dapat membebani anggaran negara &amp; mengalihkan anggaran dari sektor-sektor lain yg lebih mendesak, seperti pendidikan &amp; kesehatan. https://t.co/CJ9kLjBlXu",Sun Sep 01 14:16:31 +0000 2024,negatif,beban keuangan pemindahan ibu kota merupakan proyek besar yang membutuhkan dana yang sangat besar ketika kondisi ekonomi sedang sulit proyek ini dapat membebani anggaran negara amp mengalihkan anggaran dari sektor sektor lain yg lebih mendesak seperti pendidikan amp kesehatan,beban keuangan pemindahan ibu kota merupakan proyek besar yang membutuhkan dana yang sangat besar ketika kondisi ekonomi sedang sulit proyek ini dapat membebani anggaran negara amp mengalihkan anggaran dari sektor sektor lain yang lebih mendesak seperti pendidikan amp kesehatan,beban keuangan pemindahan ibu kota merupakan proyek besar yang membutuhkan dana yang sangat besar ketika kondisi ekonomi sedang sulit proyek ini dapat membebani anggaran negara amp mengalihkan anggaran dari sektor sektor lain yang lebih mendesak seperti pendidikan amp kesehatan,beban keuangan pemindahan ibu kota merupakan proyek besar yang membutuhkan dana yang sangat besar ketika kondisi ekonomi sedang sulit proyek ini dapat membebani anggaran negara amp mengalihkan anggaran dari sektor sektor lain yang lebih mendesak seperti pendidikan amp kesehatan,beban keuangan pemindahan ibu kota merupakan proyek besar yang membutuhkan dana yang sangat besar ketika kondisi ekonomi sedang sulit proyek ini dapat membebani anggaran negara amp mengalihkan anggaran dari sektor sektor lain yang lebih mendesak seperti pendidikan amp kesehatan,beban keuangan pemindahan kota proyek membutuhkan dana kondisi ekonomi sulit proyek membebani anggaran negara amp mengalihkan anggaran sektor sektor mendesak pendidikan amp kesehatan,beban uang pindah kota proyek butuh dana kondisi ekonomi sulit proyek beban anggar negara amp alih anggar sektor sektor desak didik amp sehat,beban uang pindah kota proyek butuh dana kondisi ekonomi sulit proyek beban anggar negara amp alih anggar sektor sektor desak didik amp sehat
1.76239e+18,Jumadi25173458,Jumadi25,1.83745e+18,"@Kanseulir Lah emang ibukota mau pindah..??

Yg mau pindah cuma satu org aja.. itu orgnya sampai ngantor disana yg lain mah ogah..😂🤣",Sat Sep 21 11:18:32 +0000 2024,negatif,"lah emang ibukota mau pindah  yg mau pindah cuma satu org aja itu orgnya sampai ngantor disana yg lain mah ogah",lah memang ibukota mau pindah yang mau pindah cuma satu orang saja itu orgnya sampai ngantor disana yang lain mah tidak mau,lah memang ibukota mau pindah yang mau pindah cuma satu orang saja itu orgnya sampai ngantor disana yang lain mah tidak_mau,"lah memang ibukota mau pindah yang mau pindah cuma satu orang saja itu orgnya sampai ngantor disana yang lain mah enggan, sungkan","lah memang ibukota mau pindah yang mau pindah cuma satu orang saja itu orgnya sampai ngantor disana yang lain mah enggan, sungkan","ibukota pindah pindah orang orgnya ngantor disana mah enggan, sungkan",ibukota pindah pindah orang orgnya ngantor sana mah enggan sungkan,ibukota pindah pindah orang orgnya ngantor sana mah enggan sungkan
1.41344e+18,GrizelleJovank4,J-Grizelle,1.83295e+18,"IKN Akan dil Lanjutkan di Masa Pemerintahan Presiden Prabowo Subianto.
-
#Indonesia #IndonesiaMaju #IKN #IbuKotaNusantara #Kalimantan #KalimantanTimur #PapuaBarat #PapuaBaratDaya https://t.co/GdWEcNRwhc",Mon Sep 09 01:05:46 +0000 2024,netral,"ibukota negara baru akan dil lanjutkan di masa pemerintahan presiden prabowo subianto  ",ibukota negara baru akan dil lanjutkan di masa pemerintahan presiden prabowo subianto,ibukota negara baru akan dil lanjutkan di masa pemerintahan presiden prabowo subianto,ibukota negara baru akan dil lanjutkan di masa pemerintahan presiden prabowo subianto,ibukota negara baru akan dil lanjutkan di masa pemerintahan presiden prabowo subianto,ibukota negara dil lanjutkan pemerintahan presiden prabowo subianto,ibukota negara dil lanjut perintah presiden prabowo subianto,ibukota negara dil lanjut perintah presiden prabowo subianto
1473292124.0,at_FREDERICH,Frederich Andry T.,1.81678e+18,"@kompascom Kemungkinan, Joko W mau #menggertak (mengancam) Prabowo S agar tidak macam-macam &amp; mengikuti keinginan Joko W... Apalagi hal pemindahan Ibukota RI ke Kalimantan &amp; perlakuan terhadap Gibran R. 🥵",Fri Jul 26 10:13:30 +0000 2024,negatif,kemungkinan joko w mau mengancam prabowo s agar tidak macam macam amp mengikuti keinginan joko w apalagi hal pemindahan ibukota ri ke kalimantan amp perlakuan terhadap gibran r,kemungkinan joko saya mau mengancam prabowo sih agar tidak macam macam amp mengikuti keinginan joko saya apalagi hal pemindahan ibukota ri ke kalimantan amp perlakuan terhadap gibran r,kemungkinan joko saya mau mengancam prabowo sih agar tidak_macam macam amp mengikuti keinginan joko saya apalagi hal pemindahan ibukota ri ke kalimantan amp perlakuan terhadap gibran r,kemungkinan joko saya mau mengancam prabowo sih agar tidak_macam macam amp mengikuti keinginan joko saya apalagi hal pemindahan ibukota ri ke kalimantan amp perlakuan terhadap gibran r,kemungkinan joko saya mau mengancam prabowo sih agar tidak macam macam amp mengikuti keinginan joko saya apalagi hal pemindahan ibukota ri ke kalimantan amp perlakuan terhadap gibran r,joko mengancam prabowo sih amp mengikuti joko pemindahan ibukota ri kalimantan amp perlakuan gibran r,joko ancam prabowo sih amp ikut joko pindah ibukota ri kalimantan amp laku gibran r,joko ancam prabowo sih amp ikut joko pindah ibukota ri kalimantan amp laku gibran r
226140504.0,Poldakaltim,Polda Kaltim,1.83628e+18,"Musrenbang Desa Padang Jaya Bahas RKPDes 2025, Fokus pada Pembangunan Berkelanjutan
.
.
.
#polri #divhumas #poldakaltim #Kaltim #IKN #Ibukotanusantara #Mahakam https://t.co/FkTXaHlAU9",Wed Sep 18 06:00:01 +0000 2024,netral,"musrenbang desa padang jaya bahas rkpdes fokus pada pembangunan berkelanjutan   ",musrenbang desa padang jaya bahas rkpdes fokus pada pembangunan berkelanjutan,musrenbang desa padang jaya bahas rkpdes fokus pada pembangunan berkelanjutan,musrenbang desa padang jaya bahas rkpdes fokus pada pembangunan berkelanjutan,musrenbang desa padang jaya bahas rkpdes fokus pada pembangunan berkelanjutan,musrenbang desa padang jaya bahas rkpdes fokus pembangunan berkelanjutan,musrenbang desa padang jaya bahas rkpdes fokus bangun lanjut,musrenbang desa padang jaya bahas rkpdes fokus bangun lanjut
1.83239e+18,ardi_fajri200,Ardi Fajri,1.83485e+18,"@abangbelneg Pindah ibu kota, membawa kita ke era baru yang lebih eco-chic",Sat Sep 14 07:15:21 +0000 2024,positif,pindah ibu kota membawa kita ke era baru yang lebih eco chic,pindah ibu kota membawa kita ke era baru yang lebih eco chic,pindah ibu kota membawa kita ke era baru yang lebih eco chic,pindah ibu kota membawa kita ke era baru yang lebih eco chic,pindah ibu kota membawa kita ke era baru yang lebih eco chic,pindah kota membawa era eco chic,pindah kota bawa era eco chic,pindah kota bawa era eco chic
118646322.0,Bisniscom,Bisnis.com,1.82688e+18,"Raja Jawa Ini 'Sewakan' Wilayah ke VOC, Pindah Ibu Kota, Hingga Negara Bubar https://t.co/MtBpkDhI7v",Fri Aug 23 07:14:09 +0000 2024,netral,raja jawa ini sewakan wilayah ke voc pindah ibu kota hingga negara bubar,raja jawa ini sewakan wilayah ke voc pindah ibu kota hingga negara bubar,raja jawa ini sewakan wilayah ke voc pindah ibu kota hingga negara bubar,raja jawa ini sewakan wilayah ke voc pindah ibu kota hingga negara bubar,raja jawa ini sewakan wilayah ke voc pindah ibu kota hingga negara bubar,raja jawa sewakan wilayah voc pindah kota negara bubar,raja jawa sewa wilayah voc pindah kota negara bubar,raja jawa sewa wilayah voc pindah kota negara bubar
1.55239e+18,tambuner,Tambuner,1.83977e+18,@realfedinuril Bung Karno ingin pindah ibukota atau engga udah ga relevan. Pindah ibukota itu keharusan. Faktanya beban Jakarta sudah terlalu berat.,Fri Sep 27 21:03:07 +0000 2024,positif,bung karno ingin pindah ibukota atau engga udah ga relevan pindah ibukota itu keharusan faktanya beban jakarta sudah terlalu berat,bung karno ingin pindah ibukota atau tidak sudah tidak relevan pindah ibukota itu keharusan faktanya beban jakarta sudah terlalu berat,bung karno ingin pindah ibukota atau tidak_sudah tidak_relevan pindah ibukota itu keharusan faktanya beban jakarta sudah terlalu berat,"bung karno ingin pindah ibukota atau belum, mulai tidak_relevan pindah ibukota itu keharusan faktanya beban jakarta sudah terlalu berat","bung karno ingin pindah ibukota atau belum, mulai tidak relevan pindah ibukota itu keharusan faktanya beban jakarta sudah terlalu berat","karno pindah ibukota belum, relevan pindah ibukota keharusan faktanya beban jakarta berat",karno pindah ibukota belum relevan pindah ibukota harus fakta beban jakarta berat,karno pindah ibukota belum relevan pindah ibukota harus fakta beban jakarta berat
1.5953e+18,BonexMohe,Bonex Arema,1.84074e+18,"@jokowi Pak moelyo-no tdk betah di IKN ? Kemarin statemen nya mau tinggal di IKN selama 40 hari,isuk delai sore tempe",Mon Sep 30 13:03:23 +0000 2024,negatif,pak moelyo no tdk betah di ibukota negara baru kemarin statemen nya mau tinggal di ibukota negara baru selama hari isuk delai sore tempe,pak moelyo nomor tidak betah di ibukota negara baru kemarin statemen nya mau tinggal di ibukota negara baru selama hari isuk delai sore tempe,pak moelyo nomor tidak_betah di ibukota negara baru kemarin statemen nya mau tinggal di ibukota negara baru selama hari isuk delai sore tempe,pak moelyo nomor tidak_betah di ibukota negara baru kemarin statemen nya mau tinggal di ibukota negara baru selama hari isuk delai sore tempe,pak moelyo nomor tidak betah di ibukota negara baru kemarin statemen nya mau tinggal di ibukota negara baru selama hari isuk delai sore tempe,moelyo nomor betah ibukota negara kemarin statemen nya tinggal ibukota negara isuk delai sore tempe,moelyo nomor betah ibukota negara kemarin statemen nya tinggal ibukota negara isuk dai sore tempe,moelyo nomor betah ibukota negara kemarin statemen nya tinggal ibukota negara isuk dai sore tempe
9.60249e+17,ebonXboy,ebonX ,1.84062e+18,"@BebySoSweet pemerintah terlalu gegabah, grasa grusu, tidak pruden, telah mengesahkan Undang-Undang Nomor 2 Tahun 2024 tentang Daerah Khusus Jakarta

sementara IKN Nusantara belum berfungsi

Indonesia kehilangan status ibukota Negara ('the nation’s capitalless’)
https://t.co/itE9Z3UbM8",Mon Sep 30 05:28:48 +0000 2024,negatif,"pemerintah terlalu gegabah grasa grusu tidak pruden telah mengesahkan undang undang nomor tahun tentang daerah khusus jakarta sementara ibukota negara baru nusantara belum berfungsi indonesia kehilangan status ibukota negara the nation s capitalless ",pemerintah terlalu gegabah grasa grusu tidak pruden telah mengesahkan undang undang nomor tahun tentang daerah khusus jakarta sementara ibukota negara baru nusantara belum berfungsi indonesia kehilangan status ibukota negara the nation sih capitalless,pemerintah terlalu gegabah grasa grusu tidak_pruden telah mengesahkan undang undang nomor tahun tentang daerah khusus jakarta sementara ibukota negara baru nusantara belum_berfungsi indonesia kehilangan status ibukota negara the nation sih capitalless,pemerintah terlalu gegabah grasa grusu tidak_pruden telah mengesahkan undang undang nomor tahun tentang daerah khusus jakarta sementara ibukota negara baru nusantara belum_berfungsi indonesia kehilangan status ibukota negara the nation sih capitalless,pemerintah terlalu gegabah grasa grusu tidak pruden telah mengesahkan undang undang nomor tahun tentang daerah khusus jakarta sementara ibukota negara baru nusantara belum berfungsi indonesia kehilangan status ibukota negara the nation sih capitalless,pemerintah gegabah grasa grusu pruden mengesahkan undang undang nomor daerah khusus jakarta ibukota negara nusantara berfungsi indonesia kehilangan status ibukota negara the nation sih capitalless,perintah gegabah grasa grusu pruden kesah undang undang nomor daerah khusus jakarta ibukota negara nusantara fungsi indonesia hilang status ibukota negara the nation sih capitalless,perintah gegabah grasa grusu pruden kesah undang undang nomor daerah khusus jakarta ibukota negara nusantara fungsi indonesia hilang status ibukota negara the nation sih capitalless
